id,level_id,title,code,options,tag
006ea0c0-2819-4677-9fe4-cf9ea3dc4332,57f173c5-9d58-4baf-af61-f6c33e226985,typeof Special Values,console.log(typeof null); console.log(typeof undefined); console.log(typeof Symbol());,"[{""key"":""A"",""lines"":[""object"",""undefined"",""symbol""],""is_correct"":true},{""key"":""B"",""lines"":[""null"",""undefined"",""symbol""],""is_correct"":false},{""key"":""C"",""lines"":[""object"",""null"",""object""],""is_correct"":false}]",js_core_v8
01cb92b7-fc38-4f65-a588-53c2b4a31465,120a5dcb-a297-4209-904a-28a534fbf8fc,Event Loop Microtask,"Promise.resolve().then(() => console.log(""micro1"")); Promise.resolve().then(() => console.log(""micro2"")); console.log(""sync"");","[{""key"":""A"",""lines"":[""sync"",""micro1"",""micro2""],""is_correct"":true},{""key"":""B"",""lines"":[""micro1"",""micro2"",""sync""],""is_correct"":false},{""key"":""C"",""lines"":[""sync"",""micro2"",""micro1""],""is_correct"":false}]",js_core_v8
0204b43f-2d90-455a-9de4-dbbea8fbc483,6807e7e4-0000-45cd-9fc0-328c60d38c98,splice vs slice,"const arr = [1, 2, 3, 4, 5]; const sliced = arr.slice(1, 3); console.log(sliced); console.log(arr.length);","[{""key"":""A"",""lines"":[""[2, 3]"",""5""],""is_correct"":true},{""key"":""B"",""lines"":[""[2, 3]"",""3""],""is_correct"":false},{""key"":""C"",""lines"":[""[1, 2, 3]"",""5""],""is_correct"":false}]",js_core_v8
038d217d-f683-404b-80d0-692e0c902e3d,57f173c5-9d58-4baf-af61-f6c33e226985,typeof Primitives,"console.log(typeof 42); console.log(typeof ""hello""); console.log(typeof true);","[{""key"":""A"",""lines"":[""number"",""string"",""boolean""],""is_correct"":true},{""key"":""B"",""lines"":[""int"",""string"",""boolean""],""is_correct"":false},{""key"":""C"",""lines"":[""number"",""text"",""bool""],""is_correct"":false}]",js_core_v8
0420a7ef-6427-4116-97d7-defa34142a90,621a99fa-161b-48ff-8248-56d053cfa5cf,this in Constructor,"function Person(name) { this.name = name; } const p = new Person(""Eve""); console.log(p.name);","[{""key"":""A"",""lines"":[""Eve""],""is_correct"":true},{""key"":""B"",""lines"":[""undefined""],""is_correct"":false},{""key"":""C"",""lines"":[""Person""],""is_correct"":false}]",js_core_v8
0643e889-3c1f-43b2-b817-9b79c0acd784,65dbc9a2-57d7-40d5-a266-a7f045f9e808,let TDZ Error,"console.log(a);
let a = 10;","[{""key"":""A"",""lines"":[""undefined""],""is_correct"":false},{""key"":""B"",""lines"":[""ReferenceError: Cannot access 'a' before initialization""],""is_correct"":true},{""key"":""C"",""lines"":[""10""],""is_correct"":false}]",js_core_v8
07803cb4-df6a-4ae1-bec6-90fa0b5fbb30,e828bcad-8531-45fe-8f26-f597176e6b4e,Observer Pattern Notify,"class Emitter { constructor() { this.listeners = {}; } on(e, fn) { (this.listeners[e] = this.listeners[e] || []).push(fn); } emit(e) { (this.listeners[e] || []).forEach(fn => fn()); } } const em = new Emitter(); em.on(""a"", () => console.log(""1"")); em.on(""a"", () => console.log(""2"")); em.emit(""a"");","[{""key"":""A"",""lines"":[""1"",""2""],""is_correct"":true},{""key"":""B"",""lines"":[""2"",""1""],""is_correct"":false},{""key"":""C"",""lines"":[""1""],""is_correct"":false}]",js_core_v8
08bdf4d3-ccba-4193-8c84-f9eb815c48ef,7bfacaa9-0ada-484b-9f37-ef63d4c0145f,Short-circuit Evaluation,"console.log(false || ""hello""); console.log(true && ""world""); console.log(null ?? ""default"");","[{""key"":""A"",""lines"":[""hello"",""world"",""default""],""is_correct"":true},{""key"":""B"",""lines"":[""false"",""true"",""null""],""is_correct"":false},{""key"":""C"",""lines"":[""hello"",""true"",""default""],""is_correct"":false}]",js_core_v8
096bcd1e-4609-4cdf-aa3e-c689ae7c09af,dba47640-7f84-4270-820f-047fe54e4515,let in Block Scope,{ let y = 20; } console.log(y);,"[{""key"":""A"",""lines"":[""ReferenceError: y is not defined""],""is_correct"":true},{""key"":""B"",""lines"":[""20""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined""],""is_correct"":false}]",js_core_v8
09c1c890-d1e6-426c-9b04-4c20049ffc8e,d312e123-05ab-4d5e-b6da-a4b82f790340,Basic Array Destructuring,"const [a, b, c] = [1, 2, 3]; console.log(a); console.log(b); console.log(c);","[{""key"":""A"",""lines"":[""1"",""2"",""3""],""is_correct"":true},{""key"":""B"",""lines"":[""[1,2,3]"",""undefined"",""undefined""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
09d89e46-acde-4037-a7dd-ea2830d24ae0,57f173c5-9d58-4baf-af61-f6c33e226985,Implicit Coercion,"console.log(""5"" - 2); console.log(""5"" + 2); console.log(""5"" * ""2"");","[{""key"":""A"",""lines"":[""3"",""52"",""10""],""is_correct"":true},{""key"":""B"",""lines"":[""3"",""7"",""10""],""is_correct"":false},{""key"":""C"",""lines"":[""NaN"",""52"",""NaN""],""is_correct"":false}]",js_core_v8
0b233ef4-d31f-464c-b842-5fe59bf42c87,57f173c5-9d58-4baf-af61-f6c33e226985,Symbol Uniqueness,"const s1 = Symbol(""id""); const s2 = Symbol(""id""); console.log(s1 === s2); console.log(typeof s1);","[{""key"":""A"",""lines"":[""false"",""symbol""],""is_correct"":true},{""key"":""B"",""lines"":[""true"",""symbol""],""is_correct"":false},{""key"":""C"",""lines"":[""false"",""string""],""is_correct"":false}]",js_core_v8
0bcd3893-66c9-4568-9f3e-5b4ecd648498,79b93a68-d914-43de-9d9b-ed749a2b9af8,Object.assign(),"const target = { a: 1 }; const source = { b: 2, c: 3 }; Object.assign(target, source); console.log(target);","[{""key"":""A"",""lines"":[""{ a: 1, b: 2, c: 3 }""],""is_correct"":true},{""key"":""B"",""lines"":[""{ b: 2, c: 3 }""],""is_correct"":false},{""key"":""C"",""lines"":[""{ a: 1 }""],""is_correct"":false}]",js_core_v8
0da35a69-3604-44b0-9ac9-e8c2f5d1e973,978cabe5-d262-4b5a-871a-eeddcddddab1,Partial Utility,"interface User { name: string; age: number; } const u: Partial<User> = { name: ""Alice"" }; console.log(u.name); console.log(u.age);","[{""key"":""A"",""lines"":[""Alice"",""undefined""],""is_correct"":true},{""key"":""B"",""lines"":[""Alice"",""null""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
0e5bacba-32ab-4de6-947b-aa619b2041d6,621a99fa-161b-48ff-8248-56d053cfa5cf,this with apply(),"function introduce(greeting) { console.log(greeting + "", "" + this.name); } const user = { name: ""Grace"" }; introduce.apply(user, [""Hello""]);","[{""key"":""A"",""lines"":[""Hello, Grace""],""is_correct"":true},{""key"":""B"",""lines"":[""Hello, undefined""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined, Grace""],""is_correct"":false}]",js_core_v8
107c56f7-3745-4194-8841-0d25fe4366a0,7bfacaa9-0ada-484b-9f37-ef63d4c0145f,Number Conversions,"console.log(Number("""")); console.log(Number(""3px"")); console.log(Number(true));","[{""key"":""A"",""lines"":[""0"",""NaN"",""1""],""is_correct"":true},{""key"":""B"",""lines"":[""NaN"",""NaN"",""1""],""is_correct"":false},{""key"":""C"",""lines"":[""0"",""3"",""1""],""is_correct"":false}]",js_core_v8
11932091-4a77-498e-a963-fc152f9f1d54,4f748f49-ead6-4339-996c-830b2cd8b227,sessionStorage vs localStorage,"sessionStorage.setItem(""s"", ""session""); localStorage.setItem(""l"", ""local""); console.log(sessionStorage.getItem(""l"")); console.log(localStorage.getItem(""s""));","[{""key"":""A"",""lines"":[""null"",""null""],""is_correct"":true},{""key"":""B"",""lines"":[""local"",""session""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
1389c554-247d-4efd-b74a-8dff256ce4aa,27016f62-4516-40fb-88f0-2bba5bbbe453,Named vs Anonymous,const foo = function bar() { return bar.name; }; console.log(foo()); console.log(foo.name);,"[{""key"":""A"",""lines"":[""bar"",""bar""],""is_correct"":true},{""key"":""B"",""lines"":[""foo"",""foo""],""is_correct"":false},{""key"":""C"",""lines"":[""bar"",""foo""],""is_correct"":false}]",js_core_v8
151dcc9f-26b5-4698-be9f-85d1ce6d42d5,6c54cf32-2028-46ad-9a3d-36e6c763fbc9,Optional Property,"interface User { name: string; age?: number; } const u: User = { name: ""Alice"" }; console.log(u.name); console.log(u.age);","[{""key"":""A"",""lines"":[""Alice"",""undefined""],""is_correct"":true},{""key"":""B"",""lines"":[""Alice"",""null""],""is_correct"":false},{""key"":""C"",""lines"":[""Alice"",""0""],""is_correct"":false}]",js_core_v8
162071ec-2153-48dd-a533-3eb3c7652e45,120a5dcb-a297-4209-904a-28a534fbf8fc,clearTimeout,"const id = setTimeout(() => console.log(""fired""), 0); clearTimeout(id); console.log(""done"");","[{""key"":""A"",""lines"":[""done""],""is_correct"":true},{""key"":""B"",""lines"":[""fired"",""done""],""is_correct"":false},{""key"":""C"",""lines"":[""done"",""fired""],""is_correct"":false}]",js_core_v8
1957b593-824d-4251-bbf0-e4a1c84736f0,dba47640-7f84-4270-820f-047fe54e4515,Nested Scope Lookup,"let a = 1; function outer() { let b = 2; function inner() { let c = 3; console.log(a, b, c); } inner(); } outer();","[{""key"":""A"",""lines"":[""1 2 3""],""is_correct"":true},{""key"":""B"",""lines"":[""undefined 2 3""],""is_correct"":false},{""key"":""C"",""lines"":[""ReferenceError""],""is_correct"":false}]",js_core_v8
1a39ffca-3a4d-4ff8-b451-40ad423e6f4c,dba47640-7f84-4270-820f-047fe54e4515,Hoisting in Scope,function test() { console.log(n); var n = 5; console.log(n); } test();,"[{""key"":""A"",""lines"":[""undefined"",""5""],""is_correct"":true},{""key"":""B"",""lines"":[""5"",""5""],""is_correct"":false},{""key"":""C"",""lines"":[""ReferenceError"",""5""],""is_correct"":false}]",js_core_v8
1e97c8f6-be03-4bb6-b23d-dbabcfaaa644,63b970d8-27c9-4374-8f14-c3c6537040a1,sort by String Length,"const words = [""fig"", ""apple"", ""kiwi"", ""go""]; words.sort((a, b) => a.length - b.length); console.log(words);","[{""key"":""A"",""lines"":[""['go', 'fig', 'kiwi', 'apple']""],""is_correct"":true},{""key"":""B"",""lines"":[""['apple', 'kiwi', 'fig', 'go']""],""is_correct"":false},{""key"":""C"",""lines"":[""['fig', 'go', 'kiwi', 'apple']""],""is_correct"":false}]",js_core_v8
213cb1e0-1ada-4b4b-aa2f-c88eda14aa40,65dbc9a2-57d7-40d5-a266-a7f045f9e808,var Hoisting,"console.log(x);
var x = 5;
console.log(x);","[{""key"":""A"",""lines"":[""undefined"",""5""],""is_correct"":true},{""key"":""B"",""lines"":[""ReferenceError"",""5""],""is_correct"":false},{""key"":""C"",""lines"":[""5"",""5""],""is_correct"":false}]",js_core_v8
25102b58-1581-4f00-b337-cc756e353e67,978cabe5-d262-4b5a-871a-eeddcddddab1,Generic Map Function,"function mapArr<T, U>(arr: T[], fn: (x: T) => U): U[] { return arr.map(fn); } const result = mapArr([1, 2, 3], x => x * 2); console.log(result);","[{""key"":""A"",""lines"":[""[2, 4, 6]""],""is_correct"":true},{""key"":""B"",""lines"":[""[1, 2, 3]""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined""],""is_correct"":false}]",js_core_v8
25dc3c67-f7f1-4de1-ab12-2bf04d2bc9e0,e828bcad-8531-45fe-8f26-f597176e6b4e,Event Before Listener,"const el = new EventTarget(); el.dispatchEvent(new Event(""click"")); el.addEventListener(""click"", () => console.log(""fired"")); console.log(""done"");","[{""key"":""A"",""lines"":[""done""],""is_correct"":true},{""key"":""B"",""lines"":[""fired"",""done""],""is_correct"":false},{""key"":""C"",""lines"":[""done"",""fired""],""is_correct"":false}]",js_core_v8
2884a91e-f077-4414-8a95-bb458289a17d,dba47640-7f84-4270-820f-047fe54e4515,Function Scope vs Block,function run() { if (true) { var a = 1; let b = 2; } console.log(a); console.log(b); } run();,"[{""key"":""A"",""lines"":[""1"",""ReferenceError: b is not defined""],""is_correct"":true},{""key"":""B"",""lines"":[""1"",""2""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
2929af5e-82a8-4222-94a6-79ebb71f0a2f,e828bcad-8531-45fe-8f26-f597176e6b4e,once Option,"const el = new EventTarget(); el.addEventListener(""click"", () => console.log(""clicked""), { once: true }); el.dispatchEvent(new Event(""click"")); el.dispatchEvent(new Event(""click"")); console.log(""done"");","[{""key"":""A"",""lines"":[""clicked"",""done""],""is_correct"":true},{""key"":""B"",""lines"":[""clicked"",""clicked"",""done""],""is_correct"":false},{""key"":""C"",""lines"":[""done""],""is_correct"":false}]",js_core_v8
298f9bef-0d10-4b7a-a920-c806006ed07f,d312e123-05ab-4d5e-b6da-a4b82f790340,Object Destructuring,"const { name, age } = { name: ""Alice"", age: 25, city: ""NY"" }; console.log(name); console.log(age);","[{""key"":""A"",""lines"":[""Alice"",""25""],""is_correct"":true},{""key"":""B"",""lines"":[""undefined"",""undefined""],""is_correct"":false},{""key"":""C"",""lines"":[""Alice"",""undefined""],""is_correct"":false}]",js_core_v8
2a544889-a577-44a0-8d18-c75e2225bc4f,120a5dcb-a297-4209-904a-28a534fbf8fc,async/await Order,"async function run() { console.log(""a""); await Promise.resolve(); console.log(""b""); } run(); console.log(""c"");","[{""key"":""A"",""lines"":[""a"",""c"",""b""],""is_correct"":true},{""key"":""B"",""lines"":[""a"",""b"",""c""],""is_correct"":false},{""key"":""C"",""lines"":[""c"",""a"",""b""],""is_correct"":false}]",js_core_v8
2cd9c1cd-5ee9-4b1e-baaf-dd19a789e903,e828bcad-8531-45fe-8f26-f597176e6b4e,Multiple Listeners,"const el = new EventTarget(); el.addEventListener(""click"", () => console.log(""first"")); el.addEventListener(""click"", () => console.log(""second"")); el.dispatchEvent(new Event(""click""));","[{""key"":""A"",""lines"":[""first"",""second""],""is_correct"":true},{""key"":""B"",""lines"":[""second"",""first""],""is_correct"":false},{""key"":""C"",""lines"":[""first""],""is_correct"":false}]",js_core_v8
2d1b6bf0-881f-448f-9f98-c318a546020d,0cd747c8-84db-4c5f-bd20-4ef26f1426d9,Shared Closure State,"function make() { let x = 0; return { inc: () => ++x, get: () => x }; } const obj = make(); obj.inc(); obj.inc(); console.log(obj.get());","[{""key"":""A"",""lines"":[""2""],""is_correct"":true},{""key"":""B"",""lines"":[""0""],""is_correct"":false},{""key"":""C"",""lines"":[""1""],""is_correct"":false}]",js_core_v8
2dd2ddeb-1484-4e08-8db3-b9fc69b3e82e,0cd747c8-84db-4c5f-bd20-4ef26f1426d9,Closure Over Loop var,var funcs = []; for (var i = 0; i < 3; i++) { funcs.push(function() { return i; }); } console.log(funcs[0]()); console.log(funcs[1]()); console.log(funcs[2]());,"[{""key"":""A"",""lines"":[""3"",""3"",""3""],""is_correct"":true},{""key"":""B"",""lines"":[""0"",""1"",""2""],""is_correct"":false},{""key"":""C"",""lines"":[""0"",""0"",""0""],""is_correct"":false}]",js_core_v8
2f245b0e-a282-439a-8c8f-f156379a436e,27016f62-4516-40fb-88f0-2bba5bbbe453,Rest Parameters,"function sum(...nums) { return nums.reduce((a, b) => a + b, 0); } console.log(sum(1, 2, 3, 4));","[{""key"":""A"",""lines"":[""10""],""is_correct"":true},{""key"":""B"",""lines"":[""[1,2,3,4]""],""is_correct"":false},{""key"":""C"",""lines"":[""NaN""],""is_correct"":false}]",js_core_v8
2f66ee7b-672c-4988-9eee-4d4b2c9cf913,63b970d8-27c9-4374-8f14-c3c6537040a1,sort Strings,"const words = [""banana"", ""apple"", ""cherry""]; words.sort(); console.log(words);","[{""key"":""A"",""lines"":[""['apple', 'banana', 'cherry']""],""is_correct"":true},{""key"":""B"",""lines"":[""['banana', 'apple', 'cherry']""],""is_correct"":false},{""key"":""C"",""lines"":[""['cherry', 'banana', 'apple']""],""is_correct"":false}]",js_core_v8
31537c90-e0a2-4d95-a8fc-1c4b60fea563,79b93a68-d914-43de-9d9b-ed749a2b9af8,Object Reference Copy,const a = { val: 1 }; const b = a; b.val = 99; console.log(a.val);,"[{""key"":""A"",""lines"":[""99""],""is_correct"":true},{""key"":""B"",""lines"":[""1""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined""],""is_correct"":false}]",js_core_v8
31a03e8a-e23f-452d-9dad-74e2a32110f0,0cd747c8-84db-4c5f-bd20-4ef26f1426d9,Closure Over Loop let,var funcs = []; for (let i = 0; i < 3; i++) { funcs.push(function() { return i; }); } console.log(funcs[0]()); console.log(funcs[1]()); console.log(funcs[2]());,"[{""key"":""A"",""lines"":[""0"",""1"",""2""],""is_correct"":true},{""key"":""B"",""lines"":[""3"",""3"",""3""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
31afdfef-8676-4605-a9d9-479db1e8b0bf,120a5dcb-a297-4209-904a-28a534fbf8fc,setTimeout vs Promise,"console.log(""1""); setTimeout(() => console.log(""2""), 0); Promise.resolve().then(() => console.log(""3"")); console.log(""4"");","[{""key"":""A"",""lines"":[""1"",""4"",""3"",""2""],""is_correct"":true},{""key"":""B"",""lines"":[""1"",""2"",""3"",""4""],""is_correct"":false},{""key"":""C"",""lines"":[""1"",""4"",""2"",""3""],""is_correct"":false}]",js_core_v8
337f93f0-3b5f-475e-9081-49f57ba427cd,0cd747c8-84db-4c5f-bd20-4ef26f1426d9,IIFE Closure Fix,"for (var i = 0; i < 3; i++) { (function(j) { setTimeout(function() { console.log(j); }, 0); })(i); }","[{""key"":""A"",""lines"":[""0"",""1"",""2""],""is_correct"":true},{""key"":""B"",""lines"":[""3"",""3"",""3""],""is_correct"":false},{""key"":""C"",""lines"":[""0"",""0"",""0""],""is_correct"":false}]",js_core_v8
35a803d4-2daa-433b-9e21-f81b0c63dc9d,800a76ec-4de2-4864-b446-8bea5d790ef3,Object by Reference,"function update(obj) { obj.name = ""Bob""; } const user = { name: ""Alice"" }; update(user); console.log(user.name);","[{""key"":""A"",""lines"":[""Bob""],""is_correct"":true},{""key"":""B"",""lines"":[""Alice""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined""],""is_correct"":false}]",js_core_v8
3b46e0fe-b9b2-42e2-a548-23586d7798a1,6c54cf32-2028-46ad-9a3d-36e6c763fbc9,Type Narrowing instanceof,"class Dog { bark() { return ""woof""; } } function speak(animal: Dog | string) { if (animal instanceof Dog) return animal.bark(); return animal.toUpperCase(); } console.log(speak(new Dog())); console.log(speak(""cat""));","[{""key"":""A"",""lines"":[""woof"",""CAT""],""is_correct"":true},{""key"":""B"",""lines"":[""woof"",""cat""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""CAT""],""is_correct"":false}]",js_core_v8
3c1cf51e-fc21-4615-8ada-537f7274b0fe,65dbc9a2-57d7-40d5-a266-a7f045f9e808,let Loop Closure,"for (let i = 0; i < 3; i++) {
  setTimeout(() => console.log(i), 0);
}","[{""key"":""A"",""lines"":[""3"",""3"",""3""],""is_correct"":false},{""key"":""B"",""lines"":[""0"",""1"",""2""],""is_correct"":true},{""key"":""C"",""lines"":[""undefined"",""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
3dec1d21-b691-47c9-ac89-3b92a8bcfea3,6c54cf32-2028-46ad-9a3d-36e6c763fbc9,Type Assertion,"const val = (""hello"" as unknown) as number; console.log(typeof val); console.log(val);","[{""key"":""A"",""lines"":[""string"",""hello""],""is_correct"":true},{""key"":""B"",""lines"":[""number"",""hello""],""is_correct"":false},{""key"":""C"",""lines"":[""number"",""NaN""],""is_correct"":false}]",js_core_v8
3f681048-fe77-4bdb-b593-a8560f281181,6c54cf32-2028-46ad-9a3d-36e6c763fbc9,Readonly Property,const obj: { readonly x: number } = { x: 10 }; console.log(obj.x); // obj.x = 20 would be TS error console.log(typeof obj.x);,"[{""key"":""A"",""lines"":[""10"",""number""],""is_correct"":true},{""key"":""B"",""lines"":[""undefined"",""number""],""is_correct"":false},{""key"":""C"",""lines"":[""10"",""string""],""is_correct"":false}]",js_core_v8
3f7643ad-747d-46bb-90a5-9527ecfd7bf1,0cd747c8-84db-4c5f-bd20-4ef26f1426d9,Independent Closures,function counter() { let n = 0; return () => ++n; } const a = counter(); const b = counter(); a(); a(); b(); console.log(a()); console.log(b());,"[{""key"":""A"",""lines"":[""3"",""2""],""is_correct"":true},{""key"":""B"",""lines"":[""3"",""3""],""is_correct"":false},{""key"":""C"",""lines"":[""2"",""1""],""is_correct"":false}]",js_core_v8
431dcc8b-671a-4203-b35c-1203e6b67be2,800a76ec-4de2-4864-b446-8bea5d790ef3,Primitive by Value,function change(x) { x = 100; } let n = 5; change(n); console.log(n);,"[{""key"":""A"",""lines"":[""5""],""is_correct"":true},{""key"":""B"",""lines"":[""100""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined""],""is_correct"":false}]",js_core_v8
43657000-7cfd-405c-b9c7-0adc19a6c7b7,d312e123-05ab-4d5e-b6da-a4b82f790340,Spread vs Rest,"function sum([a, b, ...rest]) { console.log(a); console.log(rest); } sum([1, 2, 3, 4, 5]);","[{""key"":""A"",""lines"":[""1"",""[3, 4, 5]""],""is_correct"":true},{""key"":""B"",""lines"":[""1"",""[2, 3, 4, 5]""],""is_correct"":false},{""key"":""C"",""lines"":[""[1]"",""[3, 4, 5]""],""is_correct"":false}]",js_core_v8
4439dad6-18a6-4ee1-a6e7-bc9cda84b9cd,120a5dcb-a297-4209-904a-28a534fbf8fc,queueMicrotask,"console.log(""1""); queueMicrotask(() => console.log(""2"")); setTimeout(() => console.log(""3""), 0); console.log(""4"");","[{""key"":""A"",""lines"":[""1"",""4"",""2"",""3""],""is_correct"":true},{""key"":""B"",""lines"":[""1"",""2"",""4"",""3""],""is_correct"":false},{""key"":""C"",""lines"":[""1"",""4"",""3"",""2""],""is_correct"":false}]",js_core_v8
45d066f2-1f75-4f6e-8aa5-975110702d69,e828bcad-8531-45fe-8f26-f597176e6b4e,Listener Receives Event,"const el = new EventTarget(); el.addEventListener(""test"", (e) => { console.log(e.type); console.log(e instanceof Event); }); el.dispatchEvent(new Event(""test""));","[{""key"":""A"",""lines"":[""test"",""true""],""is_correct"":true},{""key"":""B"",""lines"":[""test"",""false""],""is_correct"":false},{""key"":""C"",""lines"":[""Event"",""true""],""is_correct"":false}]",js_core_v8
4a5ded12-2177-4a5c-bee8-53d5c952033b,57f173c5-9d58-4baf-af61-f6c33e226985,Object to Primitive,console.log({} + []); console.log([] + {}); console.log([] + []);,"[{""key"":""A"",""lines"":[""0"",""[object Object]"",""""],""is_correct"":true},{""key"":""B"",""lines"":[""NaN"",""NaN"",""""],""is_correct"":false},{""key"":""C"",""lines"":[""[object Object]"",""[object Object]"",""[]""],""is_correct"":false}]",js_core_v8
4bf643a1-faa9-4ed7-96c4-ba670a2ec382,d312e123-05ab-4d5e-b6da-a4b82f790340,Rest in Array,"const [first, ...rest] = [1, 2, 3, 4]; console.log(first); console.log(rest);","[{""key"":""A"",""lines"":[""1"",""[2, 3, 4]""],""is_correct"":true},{""key"":""B"",""lines"":[""1"",""[2]""],""is_correct"":false},{""key"":""C"",""lines"":[""[1]"",""[2, 3, 4]""],""is_correct"":false}]",js_core_v8
511dacf7-b967-4771-8101-3a3c2bb5ed69,4f748f49-ead6-4339-996c-830b2cd8b227,localStorage Number,"localStorage.setItem(""num"", 42); const val = localStorage.getItem(""num""); console.log(val); console.log(typeof val);","[{""key"":""A"",""lines"":[""42"",""string""],""is_correct"":true},{""key"":""B"",""lines"":[""42"",""number""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
528533f0-b45e-4af8-8f95-cd679eaa3407,0cd747c8-84db-4c5f-bd20-4ef26f1426d9,Basic Closure,function outer() { let count = 0; return function() { count++; return count; }; } const inc = outer(); console.log(inc()); console.log(inc()); console.log(inc());,"[{""key"":""A"",""lines"":[""1"",""2"",""3""],""is_correct"":true},{""key"":""B"",""lines"":[""0"",""1"",""2""],""is_correct"":false},{""key"":""C"",""lines"":[""1"",""1"",""1""],""is_correct"":false}]",js_core_v8
5569bfd0-4d79-4f9d-8117-eb198f8de139,6c54cf32-2028-46ad-9a3d-36e6c763fbc9,Tuple Types,"const pair: [string, number] = [""age"", 25]; console.log(pair[0]); console.log(pair[1]); console.log(typeof pair[0]);","[{""key"":""A"",""lines"":[""age"",""25"",""string""],""is_correct"":true},{""key"":""B"",""lines"":[""age"",""25"",""number""],""is_correct"":false},{""key"":""C"",""lines"":[""25"",""age"",""string""],""is_correct"":false}]",js_core_v8
55743cf0-ed7d-4d5b-9a68-def6d2256631,79b93a68-d914-43de-9d9b-ed749a2b9af8,Optional Chaining,"const user = { profile: { name: ""Bob"" } }; console.log(user.profile?.name); console.log(user.address?.city);","[{""key"":""A"",""lines"":[""Bob"",""undefined""],""is_correct"":true},{""key"":""B"",""lines"":[""Bob"",""TypeError""],""is_correct"":false},{""key"":""C"",""lines"":[""undefined"",""undefined""],""is_correct"":false}]",js_core_v8
