id,level_id,question,code_snippet,options,language,tags
5361d4bb-138d-435b-9c1a-ec2b4b97a1f1,983eefee-33d0-415c-b86a-0b5dac3df2f9,What will this code do?,"const el = document.querySelector(`#app`);
el.textContent = `Hello`; ","[{""text"":""Set the text content of the element with id `app` to `Hello`"",""is_correct"":true},{""text"":""Create a new element called `app`"",""is_correct"":false},{""text"":""Throw a `ReferenceError`"",""is_correct"":false},{""text"":""Reload the page"",""is_correct"":false}]",javascript,"[""DOM"",""TEXTCONTENT""]"
53a146d0-1076-42cc-9141-b5d378533f2d,cb318465-447a-4257-94dc-07b23e9cfd06,What is the result of `[] === 0`?,,"[{""text"":""`true`"",""is_correct"":false},{""text"":""`false`"",""is_correct"":true},{""text"":""`TypeError`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""STRICT_EQUALITY"",""ARRAYS""]"
548ba397-e49b-48d0-8102-1228098b3709,9759a2f9-6ab9-4cc8-8324-b646dd95c461,What does `unknown` represent?,,"[{""text"":""A type-safe counterpart to `any` that must be narrowed"",""is_correct"":true},{""text"":""Exactly the same as `any`"",""is_correct"":false},{""text"":""A subtype of all types"",""is_correct"":false},{""text"":""A type that can only be `null`"",""is_correct"":false}]",typescript,"[""UNKNOWN""]"
55e6674a-3b3c-4eb9-a74f-281261cca42f,9759a2f9-6ab9-4cc8-8324-b646dd95c461,Which annotation defines an array of numbers?,,"[{""text"":""let values: number[];"",""is_correct"":true},{""text"":""let values: [number];"",""is_correct"":false},{""text"":""let values: Array;"",""is_correct"":false},{""text"":""let values: number;"",""is_correct"":false}]",typescript,"[""ARRAY_TYPES""]"
5852cdfd-086c-4164-a898-28f5de246fd4,c731a21a-6a18-43ef-8d91-904cc7d3bc31,What will this code do?,"const event = new CustomEvent(`greet`, { detail: { name: `Alex` } });
document.addEventListener(`greet`, e => {
  console.log(e.detail.name);
});
document.dispatchEvent(event);","[{""text"":""Log `Alex`"",""is_correct"":true},{""text"":""Throw `ReferenceError`"",""is_correct"":false},{""text"":""Do nothing"",""is_correct"":false},{""text"":""Reload the page"",""is_correct"":false}]",javascript,"[""CUSTOM_EVENTS"",""DETAIL""]"
59b192a6-28eb-493d-a2f5-51f3ac0b622d,c731a21a-6a18-43ef-8d91-904cc7d3bc31,What does `event.preventDefault()` do?,,"[{""text"":""Prevents the default browser behavior"",""is_correct"":true},{""text"":""Stops all event listeners"",""is_correct"":false},{""text"":""Stops propagation"",""is_correct"":false},{""text"":""Cancels `Promise` execution"",""is_correct"":false}]",javascript,"[""EVENTS"",""DEFAULT""]"
5c3fd012-7cfb-4db1-8b4d-120c877ddda7,310f983b-d4b8-402d-9b7a-4c6126d07f03,Which property is unique to function declarations compared to expressions?,,"[{""text"":""They are fully hoisted and can be called before their definition"",""is_correct"":true},{""text"":""They cannot have a name"",""is_correct"":false},{""text"":""They always run asynchronously"",""is_correct"":false},{""text"":""They cannot be recursive"",""is_correct"":false}]",javascript,"[""DECLARATION"",""HOISTING""]"
61e4609d-f84d-4edd-8efd-90535cfdb04e,9ca2f9a2-4802-4d54-b7c1-dd1a10dda632,Which statement about parameter defaults is correct?,,"[{""text"":""Default values are used only when the argument is `undefined`"",""is_correct"":true},{""text"":""Default values are used when the argument is `null`"",""is_correct"":false},{""text"":""Default values ignore `undefined`"",""is_correct"":false},{""text"":""Default values must be constants"",""is_correct"":false}]",javascript,"[""DEFAULT_PARAMETERS""]"
62001d40-39a3-4792-b656-eccfea09d467,7d1541a7-7471-4a49-bb01-512395d5b836,What is variable shadowing?,,"[{""text"":""A local variable with the same name hides an outer variable"",""is_correct"":true},{""text"":""Deleting a variable from global scope"",""is_correct"":false},{""text"":""Reassigning a `const` variable"",""is_correct"":false},{""text"":""Using `var` instead of `let`"",""is_correct"":false}]",javascript,"[""SHADOWING"",""SCOPE""]"
634ae2a9-41d8-4aff-9327-aa9fcc041ccf,983eefee-33d0-415c-b86a-0b5dac3df2f9,Which property gives the height of the viewport (excluding scrollbars)?,,"[{""text"":""`window.innerHeight`"",""is_correct"":true},{""text"":""`document.body.clientHeight`"",""is_correct"":false},{""text"":""`screen.height`"",""is_correct"":false},{""text"":""`document.documentElement.scrollHeight`"",""is_correct"":false}]",javascript,"[""WINDOW"",""VIEWPORT""]"
63914116-d8b0-406c-a881-f9b613881da6,d9d362e9-010f-4505-8d05-fdf2a6abf337,How are primitives passed into functions in JavaScript?,,"[{""text"":""By value"",""is_correct"":true},{""text"":""By reference"",""is_correct"":false},{""text"":""By pointer"",""is_correct"":false},{""text"":""By copy-on-write"",""is_correct"":false}]",javascript,"[""PARAMETERS"",""PRIMITIVES""]"
651923bc-5b54-4396-bb8c-472417256bbe,d9537b41-8ea2-4900-96b7-3584192a082d,Which storage is cleared when the browser tab is closed?,,"[{""text"":""`sessionStorage`"",""is_correct"":true},{""text"":""`localStorage`"",""is_correct"":false},{""text"":""Cookies"",""is_correct"":false},{""text"":""`IndexedDB`"",""is_correct"":false}]",javascript,"[""SESSIONSTORAGE""]"
67a2e399-af2f-4359-951a-97dce923d2aa,762caa41-9401-4119-b7b0-f2ed5a6c6cda,What will this code log?,"const arr = [1, 2, 3];
const res = arr.sort((a, b) => b - a);
console.log(res);","[{""text"":""`[3, 2, 1]`"",""is_correct"":true},{""text"":""`[1, 2, 3]`"",""is_correct"":false},{""text"":""`[2, 3, 1]`"",""is_correct"":false},{""text"":""`[3, 1, 2]`"",""is_correct"":false}]",javascript,"[""SORT"",""DESC""]"
6899b72c-9a00-41c8-890e-d741d1602c9a,cfafc13a-b24f-4293-842d-b16f35cbfa36,Which statement about `map` is correct?,,"[{""text"":""`map` always returns an array of the same length"",""is_correct"":true},{""text"":""`map` can remove elements like `filter`"",""is_correct"":false},{""text"":""`map` mutates the original array"",""is_correct"":false},{""text"":""`map` stops after the first match"",""is_correct"":false}]",javascript,"[""MAP"",""TRANSFORM""]"
69795096-982b-44ed-a7bc-1d0a7d84fd3e,f0b352af-6dd7-48bc-92ce-89969cf1cbe5,What happens when you redeclare the same name with `var` in the same scope?,,"[{""text"":""The second `var` silently overwrites the first"",""is_correct"":true},{""text"":""JavaScript throws a `SyntaxError`"",""is_correct"":false},{""text"":""JavaScript throws a `TypeError`"",""is_correct"":false},{""text"":""The code is ignored at parse time"",""is_correct"":false}]",javascript,"[""VAR"",""REDECLARATION""]"
69d33be7-07f4-48d6-b0a5-00d67eab3f10,23216e88-1946-4c6d-8e2f-c4e2235bec62,What will this code log?,"function createGreeter(name) {
  return function () {
    console.log(`Hello, ` + name);
  };
}
const greet = createGreeter(`Alex`);
greet();","[{""text"":""`Hello, Alex`"",""is_correct"":true},{""text"":""`Hello, undefined`"",""is_correct"":false},{""text"":""`Hello,`"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false}]",javascript,"[""CLOSURES"",""FACTORY""]"
6ca22ae6-d2f3-4f02-9576-d460bb812592,9759a2f9-6ab9-4cc8-8324-b646dd95c461,What will cause a compile-time error?,"let x: string = `hello`;
x = 42;","[{""text"":""Assigning `number` to a `string` variable"",""is_correct"":true},{""text"":""Declaring `x` as `string`"",""is_correct"":false},{""text"":""Using backticks for strings"",""is_correct"":false},{""text"":""Using `let` instead of `const`"",""is_correct"":false}]",typescript,"[""ASSIGNABILITY""]"
717f865f-dfe6-4636-95d9-a532d41ea0cc,c1ddc588-ffe6-4c50-aebb-a59bd8ef8d7d,What will this code log?,"const obj = { a: 1, b: 2 };
console.log(Object.entries(obj));","[{""text"":""`[[`a`, 1], [`b`, 2]]`"",""is_correct"":true},{""text"":""`[`a`, `b`]`"",""is_correct"":false},{""text"":""`[1, 2]`"",""is_correct"":false},{""text"":""`{ a: 1, b: 2 }`"",""is_correct"":false}]",javascript,"[""ENTRIES""]"
7193564c-df63-4e38-9d59-afc030e30d86,c1ddc588-ffe6-4c50-aebb-a59bd8ef8d7d,Which property flag controls whether a property shows up in `for...in`?,,"[{""text"":""`enumerable`"",""is_correct"":true},{""text"":""`configurable`"",""is_correct"":false},{""text"":""`writable`"",""is_correct"":false},{""text"":""`frozen`"",""is_correct"":false}]",javascript,"[""DESCRIPTORS""]"
72004304-d4e9-4e5a-a16a-8368f500ac7a,23216e88-1946-4c6d-8e2f-c4e2235bec62,Which statement about `closures` is **false**?,,"[{""text"":""Closures can access variables from outer scopes"",""is_correct"":false},{""text"":""Closures keep variables alive even after the outer function returns"",""is_correct"":false},{""text"":""Closures can cause memory leaks if not used carefully"",""is_correct"":false},{""text"":""Closures can only be created inside `async` functions"",""is_correct"":true}]",javascript,"[""CLOSURES""]"
7292edf8-8b63-4085-ae7d-d472268d472b,9ca2f9a2-4802-4d54-b7c1-dd1a10dda632,What will this code log?,"function foo(a, b = a * 2) {
  console.log(b);
}
foo(3);","[{""text"":""`6`"",""is_correct"":true},{""text"":""`3`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false}]",javascript,"[""DEFAULT_PARAMETERS"",""EXPRESSIONS""]"
73e8c174-1f44-4e99-8cab-5989ae10f278,d9537b41-8ea2-4900-96b7-3584192a082d,Which `Intl` API is used for formatting dates and times?,,"[{""text"":""`Intl.DateTimeFormat`"",""is_correct"":true},{""text"":""`Intl.NumberFormat`"",""is_correct"":false},{""text"":""`Intl.Locale`"",""is_correct"":false},{""text"":""`Intl.TimeZone`"",""is_correct"":false}]",javascript,"[""INTL"",""DATE""]"
74f2f4df-fe5d-41f8-8130-db3428f307d0,f0b352af-6dd7-48bc-92ce-89969cf1cbe5,What will this code log?,"console.log(typeof z);
var z = 42;","[{""text"":""`undefined`"",""is_correct"":false},{""text"":""`number`"",""is_correct"":false},{""text"":""`object`"",""is_correct"":false},{""text"":""`undefined` then assigns `42` later due to hoisting"",""is_correct"":true}]",javascript,"[""TYPEOF"",""HOISTING""]"
76822ddb-d94d-4d73-9ba6-1c0ae90b1604,cfafc13a-b24f-4293-842d-b16f35cbfa36,Which method does **not** mutate the original array?,,"[{""text"":""`slice`"",""is_correct"":true},{""text"":""`splice`"",""is_correct"":false},{""text"":""`sort`"",""is_correct"":false},{""text"":""`reverse`"",""is_correct"":false}]",javascript,"[""IMMUTABILITY"",""ARRAYS""]"
7bafa4cc-eb4d-4b01-8fa3-1167dcbca8b0,762caa41-9401-4119-b7b0-f2ed5a6c6cda,Which statement about `for...of` is correct?,,"[{""text"":""`for...of` iterates over iterable values like arrays and `Map`"",""is_correct"":true},{""text"":""`for...of` iterates over keys of plain objects by default"",""is_correct"":false},{""text"":""`for...of` is identical to `for...in`"",""is_correct"":false},{""text"":""`for...of` only works with `Promise`"",""is_correct"":false}]",javascript,"[""FOR_OF"",""ITERABLES""]"
7e045340-00fe-47eb-90dd-14ae3bb84386,cfafc13a-b24f-4293-842d-b16f35cbfa36,What will this code log?,"const arr = [1, 2, 3];
arr.push(4);
console.log(arr.length);","[{""text"":""`4`"",""is_correct"":true},{""text"":""`3`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""PUSH"",""LENGTH""]"
7f0d7538-ca67-4691-a049-5bbc80016e4d,0497829e-f4d0-4074-9af4-7ef069f3240f,What will this type represent?,"type ReadonlyUser = {
  readonly id: number;
  name: string;
};","[{""text"":""An object where `id` cannot be reassigned"",""is_correct"":true},{""text"":""An object where `name` cannot be reassigned"",""is_correct"":false},{""text"":""An object that is deeply immutable"",""is_correct"":false},{""text"":""A `const` variable"",""is_correct"":false}]",typescript,"[""READONLY""]"
8128cb48-f03c-49ab-b7ca-ec700f7988ae,f0b352af-6dd7-48bc-92ce-89969cf1cbe5,What will this code log?,"if (true) {
  let y = 20;
}
console.log(y);","[{""text"":""`ReferenceError`"",""is_correct"":true},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`20`"",""is_correct"":false},{""text"":""`null`"",""is_correct"":false}]",javascript,"[""LET"",""BLOCK_SCOPE""]"
8156a914-6a62-471b-a2b8-27cbce382ea5,0497829e-f4d0-4074-9af4-7ef069f3240f,What is the generic parameter `T` in this example?,"function identity<T>(value: T): T {
  return value;
}","[{""text"":""A type parameter representing the type of `value`"",""is_correct"":true},{""text"":""A runtime variable used in the body"",""is_correct"":false},{""text"":""A reserved keyword for tuples"",""is_correct"":false},{""text"":""A constraint that must always be `string`"",""is_correct"":false}]",typescript,"[""GENERICS""]"
830f84e5-da60-4e0a-948f-a54df55a390b,983eefee-33d0-415c-b86a-0b5dac3df2f9,What will this code do?,"const el = document.createElement(`div`);
el.className = `box`;
document.body.appendChild(el);","[{""text"":""Create a new `div` with class `box` and append it to `body`"",""is_correct"":true},{""text"":""Replace the entire `body` with a `div`"",""is_correct"":false},{""text"":""Throw a `TypeError`"",""is_correct"":false},{""text"":""Do nothing"",""is_correct"":false}]",javascript,"[""DOM"",""APPEND""]"
84798ec3-8ab5-4f0e-882b-84d58b53c4f8,67089f81-ecc6-4f20-8680-e12509b694d8,Which operator checks if a value is `NaN` in a reliable way?,,"[{""text"":""`Number.isNaN(value)`"",""is_correct"":true},{""text"":""`value === NaN`"",""is_correct"":false},{""text"":""`value == NaN`"",""is_correct"":false},{""text"":""`typeof value === `NaN``"",""is_correct"":false}]",javascript,"[""NaN"",""CHECKS""]"
84973345-5e96-4e4d-a72a-d5c668b7e1b9,9ca2f9a2-4802-4d54-b7c1-dd1a10dda632,Which statement about rest parameters is correct?,,"[{""text"":""A function can have only one rest parameter and it must be last"",""is_correct"":true},{""text"":""A function can have multiple rest parameters"",""is_correct"":false},{""text"":""Rest parameters can appear anywhere in the list"",""is_correct"":false},{""text"":""Rest parameters are automatically spread into separate arguments"",""is_correct"":false}]",javascript,"[""REST_PARAMETERS""]"
85c04b0d-fe90-4bd1-a454-2f52522fe305,7d1541a7-7471-4a49-bb01-512395d5b836,Which scope can **always** access global variables?,,"[{""text"":""Any inner (nested) scope"",""is_correct"":true},{""text"":""Only the global scope"",""is_correct"":false},{""text"":""Only block scopes"",""is_correct"":false},{""text"":""Only function scopes"",""is_correct"":false}]",javascript,"[""GLOBAL_SCOPE"",""LEXICAL_ENV""]"
8905f26d-87e8-427f-9295-7675ab4412b4,23216e88-1946-4c6d-8e2f-c4e2235bec62,What will this code log?,"for (var i = 0; i < 3; i++) {
  setTimeout(() => console.log(i), 0);
}","[{""text"":""`3` three times"",""is_correct"":true},{""text"":""`0 1 2`"",""is_correct"":false},{""text"":""`0 0 0`"",""is_correct"":false},{""text"":""`1 2 3`"",""is_correct"":false}]",javascript,"[""CLOSURES"",""VAR"",""ASYNC""]"
8ad68006-070d-4911-84ad-20c427da78ee,c731a21a-6a18-43ef-8d91-904cc7d3bc31,What will this code log?,"setTimeout(() => {
  console.log(`timeout`);
}, 0);
console.log(`sync`);","[{""text"":""`sync` then `timeout`"",""is_correct"":true},{""text"":""`timeout` then `sync`"",""is_correct"":false},{""text"":""Only `timeout`"",""is_correct"":false},{""text"":""Only `sync`"",""is_correct"":false}]",javascript,"[""TIMERS"",""EVENT_LOOP""]"
8adb5941-f196-4bcc-8673-207797d23592,23216e88-1946-4c6d-8e2f-c4e2235bec62,Which pattern is a classic use case for `closures`?,,"[{""text"":""Creating private variables and functions"",""is_correct"":true},{""text"":""Declaring global variables"",""is_correct"":false},{""text"":""Serializing data to JSON"",""is_correct"":false},{""text"":""Styling elements with CSS"",""is_correct"":false}]",javascript,"[""PRIVACY"",""PATTERNS""]"
8b6b7bd4-1eda-41b1-a323-9d2fedf42db3,cb318465-447a-4257-94dc-07b23e9cfd06,What is the result of `0 == false`?,,"[{""text"":""`true`"",""is_correct"":true},{""text"":""`false`"",""is_correct"":false},{""text"":""`TypeError`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""COMPARISON"",""COERCION""]"
8b87530f-9424-461c-8775-4d8bc709716a,310f983b-d4b8-402d-9b7a-4c6126d07f03,What does this code log?,"(function () {
  console.log(`IIFE`);
})();","[{""text"":""`IIFE`"",""is_correct"":true},{""text"":""`undefined`"",""is_correct"":false},{""text"":""Nothing"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false}]",javascript,"[""IIFE"",""FUNCTIONS""]"
8ca5be74-be67-4458-bf7a-a66256c74476,23216e88-1946-4c6d-8e2f-c4e2235bec62,What will this code log?,"function makeCounter() {
  let count = 0;
  return function () {
    count++;
    console.log(count);
  };
}
const counter = makeCounter();
counter();
counter();","[{""text"":""`1` then `2`"",""is_correct"":true},{""text"":""`0` then `1`"",""is_correct"":false},{""text"":""`2` then `3`"",""is_correct"":false},{""text"":""`1` then `1`"",""is_correct"":false}]",javascript,"[""CLOSURES"",""STATE""]"
8d7e6de2-254b-412d-9a4f-16e92af01cb8,d9d362e9-010f-4505-8d05-fdf2a6abf337,Which statement about parameter order is best practice?,,"[{""text"":""Required parameters first, then optional, then rest"",""is_correct"":true},{""text"":""Optional parameters should always come first"",""is_correct"":false},{""text"":""Rest parameters can appear anywhere"",""is_correct"":false},{""text"":""Order of parameters never matters"",""is_correct"":false}]",javascript,"[""PARAMETER_DESIGN""]"
8dc6e774-7734-42ce-82c2-d81f853324a5,0497829e-f4d0-4074-9af4-7ef069f3240f,Which statement about interfaces vs type aliases is correct?,,"[{""text"":""Interfaces can be merged by declaration; type aliases cannot"",""is_correct"":true},{""text"":""Type aliases can only describe primitives"",""is_correct"":false},{""text"":""Interfaces cannot extend other interfaces"",""is_correct"":false},{""text"":""Interfaces cannot describe function types"",""is_correct"":false}]",typescript,"[""INTERFACES"",""TYPE_ALIASES""]"
8fc9fdb1-54c0-4eb4-8000-4ef96c84e978,d89d3f51-2c37-44f6-9dfd-a01dce363be8,What is true about arrow functions and `this`?,,"[{""text"":""Arrow functions capture `this` from the surrounding lexical scope"",""is_correct"":true},{""text"":""Arrow functions have their own dynamic `this`"",""is_correct"":false},{""text"":""Arrow functions can be used as constructors with `new`"",""is_correct"":false},{""text"":""Arrow functions always bind `this` to `window`"",""is_correct"":false}]",javascript,"[""ARROW_FUNCTIONS"",""THIS""]"
90305d3d-6c2b-48ff-a7d0-dd285e1e49ee,c731a21a-6a18-43ef-8d91-904cc7d3bc31,Which interface is used to create custom events?,,"[{""text"":""`CustomEvent`"",""is_correct"":true},{""text"":""`UserEvent`"",""is_correct"":false},{""text"":""`EventEmitter`"",""is_correct"":false},{""text"":""`EventTarget`"",""is_correct"":false}]",javascript,"[""CUSTOM_EVENTS""]"
92b8af9b-b7f1-47af-915f-3e05b868f3e6,310f983b-d4b8-402d-9b7a-4c6126d07f03,Which code defines a function expression?,,"[{""text"":""const foo = function () {};"",""is_correct"":true},{""text"":""function foo() {}"",""is_correct"":false},{""text"":""foo() {}"",""is_correct"":false},{""text"":""function() {}"",""is_correct"":false}]",javascript,"[""FUNCTION_EXPRESSIONS""]"
96090b51-8845-4744-b765-cc05105204d5,d9537b41-8ea2-4900-96b7-3584192a082d,What will this code log approximately?,"const start = Date.now();
// some work
const end = Date.now();
console.log(end - start);","[{""text"":""Elapsed time in milliseconds"",""is_correct"":true},{""text"":""Elapsed time in seconds"",""is_correct"":false},{""text"":""Time in `ISO` format"",""is_correct"":false},{""text"":""Difference in days"",""is_correct"":false}]",javascript,"[""DATE"",""PERFORMANCE""]"
98ac9e60-c2e1-4512-95e4-4b348eef8e08,d9d362e9-010f-4505-8d05-fdf2a6abf337,How are objects passed into functions in JavaScript?,,"[{""text"":""The reference is passed by value"",""is_correct"":true},{""text"":""The whole object is deeply copied"",""is_correct"":false},{""text"":""They are passed by reference like in C++"",""is_correct"":false},{""text"":""They cannot be passed as parameters"",""is_correct"":false}]",javascript,"[""OBJECTS"",""REFERENCES""]"
9bb23465-1f65-42ce-b8be-251086b20f31,67089f81-ecc6-4f20-8680-e12509b694d8,What is the result of `typeof NaN`?,,"[{""text"":""`number`"",""is_correct"":true},{""text"":""`NaN`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`object`"",""is_correct"":false}]",javascript,"[""NaN"",""TYPEOF""]"
9c382d07-5857-4088-a112-dafab2ebae09,9759a2f9-6ab9-4cc8-8324-b646dd95c461,What is the type of a function that does not return a value?,"function log(message: string): void {
  console.log(message);
}","[{""text"":""`void`"",""is_correct"":true},{""text"":""`never`"",""is_correct"":false},{""text"":""`any`"",""is_correct"":false},{""text"":""`unknown`"",""is_correct"":false}]",typescript,"[""VOID""]"
a05024aa-971f-4d5c-8f32-f1b0317f76c0,cb318465-447a-4257-94dc-07b23e9cfd06,Which operator performs **no** type coercion?,,"[{""text"":""`===`"",""is_correct"":true},{""text"":""`==`"",""is_correct"":false},{""text"":""`!=`"",""is_correct"":false},{""text"":""`<=`"",""is_correct"":false}]",javascript,"[""STRICT_EQUALITY""]"
a0ae27f7-6ccc-4600-87fc-1c05e566350b,cb318465-447a-4257-94dc-07b23e9cfd06,What is the result of `[] == 0`?,,"[{""text"":""`true`"",""is_correct"":true},{""text"":""`false`"",""is_correct"":false},{""text"":""`TypeError`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""COERCION"",""ARRAYS""]"
a30dcd3f-537e-48b2-84c4-904754130a98,0497829e-f4d0-4074-9af4-7ef069f3240f,Which utility type makes all properties optional?,,"[{""text"":""Partial<User>"",""is_correct"":true},{""text"":""Required<User>"",""is_correct"":false},{""text"":""Readonly<User>"",""is_correct"":false},{""text"":""Pick<User, 'id'>"",""is_correct"":false}]",typescript,"[""PARTIAL""]"
a510c7f4-1199-4d19-850b-d7b8aac4e8ad,67089f81-ecc6-4f20-8680-e12509b694d8,Which of the following is **not** a primitive type in JavaScript?,,"[{""text"":""`object`"",""is_correct"":true},{""text"":""`string`"",""is_correct"":false},{""text"":""`number`"",""is_correct"":false},{""text"":""`boolean`"",""is_correct"":false}]",javascript,"[""TYPES"",""PRIMITIVES""]"
a693cc29-70fe-47df-b6c1-c76021bfa67f,67089f81-ecc6-4f20-8680-e12509b694d8,What will this code log?,console.log(typeof null);,"[{""text"":""`object`"",""is_correct"":true},{""text"":""`null`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`boolean`"",""is_correct"":false}]",javascript,"[""TYPEOF"",""NULL""]"
a82a71e9-a57f-41cd-95e4-eab849d3a9cb,9759a2f9-6ab9-4cc8-8324-b646dd95c461,Which annotation correctly declares a variable that can be `number` or `string`?,,"[{""text"":""let id: number | string;"",""is_correct"":true},{""text"":""let id: number || string;"",""is_correct"":false},{""text"":""let id: number & string;"",""is_correct"":false},{""text"":""let id: `number,string`;"",""is_correct"":false}]",typescript,"[""UNION_TYPES""]"
ace4fafa-1476-455f-aa04-57b0cd3a0b45,d9537b41-8ea2-4900-96b7-3584192a082d,Which API persists data across browser sessions on the same device?,,"[{""text"":""`localStorage`"",""is_correct"":true},{""text"":""`sessionStorage`"",""is_correct"":false},{""text"":""JavaScript variables"",""is_correct"":false},{""text"":""`console.log`"",""is_correct"":false}]",javascript,"[""STORAGE"",""LOCALSTORAGE""]"
adf3228a-7836-4d52-829d-9b80222150cd,d89d3f51-2c37-44f6-9dfd-a01dce363be8,What will this code log?,"const obj = {
  value: 1,
  inc() {
    this.value++;
  }
};
const inc = obj.inc.bind(obj);
inc();
console.log(obj.value);","[{""text"":""`2`"",""is_correct"":true},{""text"":""`1`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""BIND"",""METHODS""]"
af3378f9-d4d5-4970-b666-c1b72dbdb6c1,23216e88-1946-4c6d-8e2f-c4e2235bec62,Where is the variable `count` stored after `makeCounter` has returned?,,"[{""text"":""In the lexical environment kept alive by the closure"",""is_correct"":true},{""text"":""It is fully destroyed after the function returns"",""is_correct"":false},{""text"":""In `localStorage`"",""is_correct"":false},{""text"":""In the global object"",""is_correct"":false}]",javascript,"[""LEXICAL_ENV"",""CLOSURES""]"
